Value,CumulativeFrequency,Cummulative_frequency,simulation_number,parameter_name
0.998,10856,0.999907893524915,BASE_SIMULATION_38,NEW_SNOW_DENSITY
0.999,10857,1,BASE_SIMULATION_38,NEW_SNOW_DENSITY
0,11518,0.999305917057088,BASE_SIMULATION_39,NEW_SNOW_DENSITY
0.978,11521,0.99956619816068,BASE_SIMULATION_39,NEW_SNOW_DENSITY
0.999,11523,0.999739718896408,BASE_SIMULATION_39,NEW_SNOW_DENSITY
1,11526,1,BASE_SIMULATION_39,NEW_SNOW_DENSITY
0,11096,0.999459556836606,BASE_SIMULATION_40,NEW_SNOW_DENSITY
0.984,11097,0.999549630697172,BASE_SIMULATION_40,NEW_SNOW_DENSITY
0.995,11098,0.999639704557737,BASE_SIMULATION_40,NEW_SNOW_DENSITY
0.999,11102,1,BASE_SIMULATION_40,NEW_SNOW_DENSITY
0,11316,0.999293535853056,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0.992,11317,0.999381843871424,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0.993,11319,0.99955845990816,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0.994,11320,0.999646767926528,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0.995,11321,0.999735075944896,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0.998,11323,0.999911691981632,BASE_SIMULATION_41,NEW_SNOW_DENSITY
1,11324,1,BASE_SIMULATION_41,NEW_SNOW_DENSITY
0,11771,0.999830119765565,BASE_SIMULATION_42,NEW_SNOW_DENSITY
0.955,11772,0.999915059882783,BASE_SIMULATION_42,NEW_SNOW_DENSITY
1,11773,1,BASE_SIMULATION_42,NEW_SNOW_DENSITY
0,11549,0.999653769583658,BASE_SIMULATION_43,NEW_SNOW_DENSITY
0.977,11552,0.999913442395914,BASE_SIMULATION_43,NEW_SNOW_DENSITY
0.999,11553,1,BASE_SIMULATION_43,NEW_SNOW_DENSITY
0,10668,0.999063495036524,BASE_SIMULATION_44,NEW_SNOW_DENSITY
0.979,10669,0.999157145532871,BASE_SIMULATION_44,NEW_SNOW_DENSITY
0.984,10670,0.999250796029219,BASE_SIMULATION_44,NEW_SNOW_DENSITY
0.996,10676,0.999812699007305,BASE_SIMULATION_44,NEW_SNOW_DENSITY
0.999,10678,1,BASE_SIMULATION_44,NEW_SNOW_DENSITY
