Latitude,Longitude,Cluster_ID
42.84375,-118.65625,3
42.84375,-118.71875,1
42.84375,-120.84375,3
42.84375,-120.90625,3
42.84375,-122.21875,2
42.84375,-122.28125,2
42.84375,-122.34375,2
42.84375,-122.40625,2
42.84375,-122.59375,2
42.84375,-122.78125,2
42.90625,-110.65625,1
42.90625,-110.71875,1
42.90625,-110.78125,1
42.90625,-110.84375,1
42.90625,-110.90625,0
42.90625,-110.96875,1
42.90625,-111.03125,1
42.90625,-111.09375,1
42.90625,-111.15625,1
42.90625,-111.21875,1
42.90625,-111.28125,1
42.90625,-111.34375,1
42.90625,-111.40625,1
42.90625,-111.46875,1
42.90625,-111.53125,0
42.90625,-111.59375,0
42.90625,-111.65625,0
42.90625,-111.71875,0
42.90625,-111.78125,1
42.90625,-111.84375,1
42.90625,-111.90625,0
42.90625,-112.03125,1
42.90625,-112.09375,3
42.90625,-112.15625,3
42.90625,-112.21875,1
42.90625,-112.28125,3
42.90625,-116.59375,3
42.90625,-116.65625,3
42.90625,-116.71875,3
42.90625,-116.78125,1
42.90625,-118.15625,0
42.90625,-118.40625,3
42.90625,-118.46875,3
42.90625,-118.53125,1
42.90625,-120.84375,3
42.90625,-120.90625,3
42.90625,-120.96875,3
42.90625,-121.15625,1
42.90625,-121.21875,2
42.90625,-122.15625,3
42.90625,-122.21875,2
42.90625,-122.28125,2
42.90625,-122.34375,2
42.90625,-122.40625,2
42.90625,-122.46875,2
42.90625,-122.53125,2
42.90625,-122.59375,2
42.90625,-122.65625,2
42.96875,-110.65625,1
42.96875,-110.71875,1
42.96875,-110.78125,1
42.96875,-110.84375,1
42.96875,-110.90625,1
42.96875,-110.96875,1
42.96875,-111.09375,1
42.96875,-111.15625,1
42.96875,-111.21875,1
42.96875,-111.28125,0
42.96875,-111.34375,1
42.96875,-111.40625,1
42.96875,-111.46875,1
42.96875,-111.53125,0
42.96875,-111.59375,0
42.96875,-111.65625,0
42.96875,-111.78125,0
42.96875,-111.84375,1
42.96875,-111.90625,1
42.96875,-111.96875,1
42.96875,-112.03125,1
42.96875,-112.09375,3
42.96875,-112.15625,3
42.96875,-112.21875,1
42.96875,-112.34375,1
42.96875,-116.59375,3
42.96875,-116.65625,3
42.96875,-116.71875,3
42.96875,-116.78125,3
42.96875,-118.34375,3
42.96875,-118.40625,3
42.96875,-118.46875,1
42.96875,-118.53125,0
42.96875,-120.84375,3
42.96875,-120.90625,1
42.96875,-120.96875,1
42.96875,-121.03125,1
42.96875,-121.15625,1
42.96875,-121.21875,3
42.96875,-121.28125,3
42.96875,-122.21875,2
42.96875,-122.28125,2
42.96875,-122.34375,2
42.96875,-122.40625,2
42.96875,-122.46875,2
42.96875,-122.53125,2
42.96875,-122.59375,2
43.03125,-110.53125,0
43.03125,-110.59375,0
43.03125,-110.65625,0
43.03125,-110.71875,1
43.03125,-110.78125,1
43.03125,-110.84375,0
43.03125,-110.90625,1
43.03125,-110.96875,1
43.03125,-111.09375,0
43.03125,-111.15625,1
43.03125,-111.21875,1
43.03125,-111.28125,1
43.03125,-111.34375,1
43.03125,-111.40625,0
43.03125,-111.46875,0
43.03125,-111.53125,0
43.03125,-111.59375,0
43.03125,-111.65625,0
43.03125,-111.71875,0
43.03125,-111.78125,0
43.03125,-111.84375,0
43.03125,-111.90625,0
43.03125,-111.96875,0
43.03125,-112.03125,0
43.03125,-112.09375,1
43.03125,-112.15625,1
43.03125,-112.21875,0
43.03125,-116.65625,3
43.03125,-116.71875,3
43.03125,-116.78125,3
43.03125,-116.84375,3
43.03125,-118.40625,1
43.03125,-118.46875,1
43.03125,-121.28125,3
43.03125,-121.34375,3
43.03125,-122.15625,3
43.03125,-122.21875,3
43.03125,-122.28125,2
43.03125,-122.34375,2
43.03125,-122.40625,2
43.03125,-122.46875,2
43.03125,-122.53125,2
43.03125,-122.59375,2
43.09375,-110.28125,0
43.09375,-110.34375,0
43.09375,-110.40625,0
43.09375,-110.46875,0
43.09375,-110.53125,1
43.09375,-110.59375,0
43.09375,-110.65625,1
43.09375,-110.71875,0
43.09375,-110.78125,1
43.09375,-110.84375,1
43.09375,-110.90625,1
43.09375,-110.96875,1
43.09375,-111.03125,1
43.09375,-111.09375,1
43.09375,-111.15625,1
43.09375,-111.21875,1
43.09375,-111.28125,3
43.09375,-111.34375,1
43.09375,-111.40625,0
43.09375,-111.46875,0
43.09375,-111.53125,0
43.09375,-111.59375,0
43.09375,-111.65625,0
43.09375,-111.71875,0
43.09375,-111.78125,1
43.09375,-111.84375,1
43.09375,-111.90625,0
43.09375,-111.96875,0
43.09375,-112.03125,0
43.09375,-112.09375,1
43.09375,-112.15625,1
43.09375,-116.71875,3
43.09375,-116.78125,2
43.09375,-116.84375,3
43.09375,-121.34375,1
43.09375,-121.40625,1
43.09375,-122.09375,3
43.09375,-122.15625,3
43.09375,-122.21875,3
43.09375,-122.28125,2
43.09375,-122.34375,2
43.09375,-122.40625,2
43.09375,-122.46875,2
43.09375,-122.53125,2
43.09375,-122.96875,2
43.15625,-110.21875,0
43.15625,-110.28125,0
43.15625,-110.34375,0
43.15625,-110.40625,0
43.15625,-110.46875,0
43.15625,-110.53125,0
43.15625,-110.59375,0
43.15625,-110.65625,1
43.15625,-110.71875,1
43.15625,-110.78125,0
43.15625,-110.84375,1
43.15625,-110.90625,1
43.15625,-110.96875,0
43.15625,-111.03125,1
43.15625,-111.09375,1
43.15625,-111.15625,1
43.15625,-111.21875,1
43.15625,-111.28125,1
43.15625,-111.34375,1
43.15625,-111.40625,1
43.15625,-111.46875,0
43.15625,-111.53125,0
43.15625,-111.59375,0
43.15625,-111.65625,1
43.15625,-111.71875,1
43.15625,-111.78125,1
43.15625,-111.84375,1
43.15625,-111.90625,0
43.15625,-111.96875,0
43.15625,-112.03125,0
43.15625,-112.09375,1
43.15625,-114.78125,1
43.15625,-115.28125,1
43.15625,-115.34375,3
43.15625,-115.40625,1
43.15625,-116.84375,0
43.15625,-121.28125,1
43.15625,-121.34375,1
43.15625,-121.40625,1
43.15625,-122.09375,3
43.15625,-122.15625,3
43.15625,-122.21875,3
43.15625,-122.28125,2
43.15625,-122.34375,2
43.15625,-122.40625,2
43.15625,-122.46875,2
43.15625,-122.53125,2
43.15625,-122.59375,2
43.15625,-122.65625,2
43.15625,-122.71875,2
43.15625,-122.84375,2
43.15625,-122.90625,2
43.21875,-110.21875,1
43.21875,-110.28125,0
43.21875,-110.34375,0
43.21875,-110.40625,0
43.21875,-110.46875,0
43.21875,-110.53125,1
43.21875,-110.59375,0
43.21875,-110.65625,0
43.21875,-110.71875,1
43.21875,-110.78125,1
43.21875,-110.84375,1
43.21875,-110.90625,1
43.21875,-110.96875,1
43.21875,-111.03125,1
43.21875,-111.09375,1
43.21875,-111.15625,1
43.21875,-111.21875,1
43.21875,-111.28125,1
43.21875,-111.34375,1
43.21875,-111.40625,1
43.21875,-111.46875,0
43.21875,-111.53125,0
43.21875,-111.59375,1
43.21875,-111.65625,1
43.21875,-111.71875,1
43.21875,-111.78125,1
43.21875,-111.84375,1
43.21875,-111.90625,1
43.21875,-114.34375,0
43.21875,-114.40625,0
43.21875,-114.46875,1
43.21875,-114.53125,1
43.21875,-114.59375,1
43.21875,-114.65625,0
43.21875,-114.71875,1
43.21875,-114.78125,1
43.21875,-114.84375,0
43.21875,-114.90625,1
43.21875,-114.96875,1
43.21875,-115.03125,1
43.21875,-115.09375,1
43.21875,-115.15625,3
43.21875,-115.21875,3
43.21875,-115.28125,3
43.21875,-115.34375,3
43.21875,-115.40625,3
43.21875,-115.46875,3
43.21875,-117.28125,3
43.21875,-121.28125,1
43.21875,-121.34375,1
43.21875,-121.40625,1
43.21875,-121.46875,1
43.21875,-122.09375,2
43.21875,-122.15625,2
43.21875,-122.21875,2
43.21875,-122.28125,2
43.21875,-122.34375,2
43.21875,-122.46875,2
43.21875,-122.59375,2
43.21875,-122.65625,2
43.21875,-122.71875,2
43.28125,-110.28125,0
43.28125,-110.34375,0
43.28125,-110.40625,1
43.28125,-110.46875,0
43.28125,-110.53125,0
43.28125,-110.59375,1
43.28125,-110.65625,0
43.28125,-110.71875,0
43.28125,-110.78125,0
43.28125,-110.84375,1
43.28125,-110.90625,1
43.28125,-110.96875,1
43.28125,-111.03125,1
43.28125,-111.09375,1
43.28125,-111.15625,0
43.28125,-111.21875,1
43.28125,-111.28125,1
43.28125,-111.34375,1
43.28125,-111.40625,1
43.28125,-111.46875,1
43.28125,-111.53125,1
43.28125,-111.59375,1
43.28125,-111.65625,1
43.28125,-111.71875,0
43.28125,-111.78125,0
43.28125,-111.84375,1
43.28125,-111.90625,1
43.28125,-111.96875,1
43.28125,-112.03125,0
43.28125,-113.59375,0
43.28125,-114.15625,0
43.28125,-114.34375,0
43.28125,-114.40625,0
43.28125,-114.46875,0
43.28125,-114.53125,0
43.28125,-114.59375,0
43.28125,-114.65625,0
43.28125,-114.71875,0
43.28125,-114.78125,0
43.28125,-114.84375,0
43.28125,-114.90625,0
43.28125,-114.96875,0
43.28125,-115.15625,0
43.28125,-115.21875,1
43.28125,-115.28125,3
43.28125,-115.34375,3
43.28125,-115.40625,3
43.28125,-115.53125,3
43.28125,-121.28125,1
43.28125,-121.34375,1
43.28125,-121.40625,3
43.28125,-121.46875,3
43.28125,-121.71875,3
43.28125,-121.78125,3
43.28125,-121.84375,3
43.28125,-121.90625,2
43.28125,-121.96875,2
43.28125,-122.03125,2
43.28125,-122.09375,2
43.28125,-122.15625,2
43.28125,-122.21875,2
43.28125,-122.28125,2
43.28125,-122.34375,2
43.28125,-122.40625,2
43.28125,-122.78125,2
43.28125,-122.84375,2
43.34375,-110.34375,0
43.34375,-110.40625,1
43.34375,-110.46875,1
43.34375,-110.53125,1
43.34375,-110.59375,1
43.34375,-110.65625,1
43.34375,-110.71875,0
43.34375,-110.78125,1
43.34375,-110.84375,1
43.34375,-110.90625,1
43.34375,-110.96875,1
43.34375,-111.03125,1
43.34375,-111.09375,1
43.34375,-111.15625,1
43.34375,-111.21875,1
43.34375,-111.28125,1
43.34375,-111.34375,1
43.34375,-111.40625,1
43.34375,-111.46875,1
43.34375,-111.53125,0
43.34375,-111.59375,0
43.34375,-111.65625,0
43.34375,-111.71875,1
43.34375,-111.78125,0
43.34375,-111.84375,1
43.34375,-111.90625,1
43.34375,-111.96875,1
43.34375,-112.03125,1
43.34375,-114.09375,0
43.34375,-114.34375,0
43.34375,-114.40625,0
43.34375,-114.46875,0
43.34375,-114.53125,0
43.34375,-114.59375,0
43.34375,-114.65625,0
43.34375,-114.71875,0
43.34375,-114.78125,0
43.34375,-114.84375,0
43.34375,-115.03125,0
43.34375,-115.09375,1
43.34375,-115.15625,1
43.34375,-115.21875,1
43.34375,-115.28125,3
43.34375,-115.34375,3
43.34375,-115.46875,1
43.34375,-115.53125,1
43.34375,-115.65625,3
43.34375,-119.90625,0
43.34375,-119.96875,0
43.34375,-121.28125,1
43.34375,-121.34375,1
43.34375,-121.40625,1
43.34375,-121.46875,3
43.34375,-121.53125,3
43.34375,-121.59375,3
43.34375,-121.65625,3
43.34375,-121.71875,3
43.34375,-121.78125,3
43.34375,-121.84375,3
43.34375,-121.90625,3
43.34375,-121.96875,2
43.34375,-122.03125,2
43.34375,-122.09375,2
43.34375,-122.15625,2
43.34375,-122.21875,2
43.34375,-122.28125,2
43.34375,-122.34375,2
43.34375,-122.40625,2
43.34375,-122.46875,2
43.34375,-122.53125,2
43.40625,-110.15625,0
43.40625,-110.21875,0
43.40625,-110.28125,0
43.40625,-110.34375,0
43.40625,-110.40625,0
43.40625,-110.46875,1
43.40625,-110.53125,0
43.40625,-110.59375,0
43.40625,-110.65625,1
43.40625,-110.71875,0
43.40625,-110.78125,0
43.40625,-110.84375,0
43.40625,-110.90625,1
43.40625,-110.96875,3
43.40625,-111.03125,3
43.40625,-111.09375,3
43.40625,-111.15625,3
43.40625,-111.21875,1
43.40625,-111.40625,1
43.40625,-111.46875,0
43.40625,-111.53125,1
43.40625,-111.59375,0
43.40625,-111.65625,0
43.40625,-111.84375,0
43.40625,-111.90625,0
43.40625,-111.96875,0
43.40625,-113.53125,0
43.40625,-113.59375,0
43.40625,-113.65625,0
43.40625,-113.90625,1
43.40625,-113.96875,1
43.40625,-114.09375,3
43.40625,-114.15625,1
43.40625,-114.34375,0
43.40625,-114.40625,0
43.40625,-114.46875,1
43.40625,-114.53125,0
43.40625,-114.59375,0
43.40625,-114.65625,1
43.40625,-114.71875,3
43.40625,-114.78125,0
43.40625,-114.84375,0
43.40625,-114.90625,0
43.40625,-114.96875,0
43.40625,-115.03125,3
43.40625,-115.09375,1
43.40625,-115.15625,3
43.40625,-115.21875,3
43.40625,-115.28125,2
43.40625,-115.40625,1
43.40625,-115.46875,1
43.40625,-115.65625,1
43.40625,-121.28125,1
43.40625,-121.34375,1
43.40625,-121.40625,1
43.40625,-121.46875,3
43.40625,-121.53125,1
43.40625,-121.59375,3
43.40625,-121.65625,3
43.40625,-121.71875,2
43.40625,-121.78125,3
43.40625,-121.84375,3
43.40625,-121.90625,3
43.40625,-121.96875,3
43.40625,-122.03125,2
43.40625,-122.09375,2
43.40625,-122.15625,2
43.40625,-122.21875,2
43.40625,-122.28125,2
43.40625,-122.34375,2
43.40625,-122.40625,2
43.40625,-122.46875,2
43.40625,-122.53125,2
43.46875,-110.03125,0
43.46875,-110.09375,0
43.46875,-110.15625,0
43.46875,-110.21875,0
43.46875,-110.28125,0
43.46875,-110.34375,0
43.46875,-110.40625,0
43.46875,-110.46875,0
43.46875,-110.53125,0
43.46875,-110.59375,0
43.46875,-110.65625,1
43.46875,-110.71875,0
43.46875,-110.90625,1
43.46875,-110.96875,1
43.46875,-111.03125,1
43.46875,-111.09375,1
43.46875,-111.15625,3
43.46875,-111.21875,3
43.46875,-111.28125,1
43.46875,-111.34375,1
43.46875,-111.53125,1
43.46875,-111.59375,0
43.46875,-111.65625,0
43.46875,-111.71875,0
43.46875,-111.84375,0
43.46875,-111.90625,0
43.46875,-111.96875,0
43.46875,-113.59375,1
43.46875,-113.65625,3
43.46875,-113.71875,1
43.46875,-114.15625,1
43.46875,-114.21875,0
43.46875,-114.28125,0
43.46875,-114.34375,1
43.46875,-114.40625,1
43.46875,-114.46875,3
43.46875,-114.53125,1
43.46875,-114.59375,0
43.46875,-114.65625,3
43.46875,-114.71875,3
43.46875,-114.78125,3
43.46875,-114.84375,3
43.46875,-114.90625,1
43.46875,-114.96875,1
43.46875,-115.03125,3
43.46875,-115.09375,3
43.46875,-115.15625,3
43.46875,-115.21875,2
43.46875,-115.28125,3
43.46875,-115.34375,3
43.46875,-115.40625,1
43.46875,-115.46875,1
43.46875,-120.84375,0
43.46875,-121.21875,1
43.46875,-121.28125,1
43.46875,-121.34375,1
43.46875,-121.40625,1
43.46875,-121.46875,3
43.46875,-121.59375,3
43.46875,-121.65625,3
43.46875,-121.71875,3
43.46875,-121.78125,3
43.46875,-121.84375,3
43.46875,-121.90625,3
43.46875,-121.96875,3
43.46875,-122.03125,2
43.46875,-122.09375,2
43.46875,-122.15625,2
43.46875,-122.21875,2
43.46875,-122.28125,2
43.46875,-122.34375,2
43.46875,-122.40625,2
43.46875,-122.46875,2
43.46875,-122.53125,2
43.53125,-110.03125,0
43.53125,-110.09375,0
43.53125,-110.15625,0
43.53125,-110.21875,0
43.53125,-110.28125,0
43.53125,-110.34375,0
43.53125,-110.40625,0
43.53125,-110.46875,0
43.53125,-110.53125,0
43.53125,-110.59375,1
43.53125,-110.65625,0
43.53125,-110.71875,0
43.53125,-110.78125,0
43.53125,-110.84375,0
43.53125,-110.90625,1
43.53125,-110.96875,1
43.53125,-111.03125,1
43.53125,-111.09375,1
43.53125,-111.15625,3
43.53125,-111.21875,3
43.53125,-111.28125,3
43.53125,-111.34375,1
43.53125,-111.40625,1
43.53125,-111.59375,0
43.53125,-111.84375,0
43.53125,-111.90625,0
43.53125,-113.59375,0
43.53125,-113.65625,1
43.53125,-113.71875,1
43.53125,-113.78125,0
43.53125,-113.84375,0
43.53125,-113.96875,1
43.53125,-114.15625,3
43.53125,-114.21875,3
43.53125,-114.28125,1
43.53125,-114.40625,0
43.53125,-114.46875,1
43.53125,-114.53125,1
43.53125,-114.59375,1
43.53125,-114.65625,3
43.53125,-114.71875,3
43.53125,-114.78125,3
43.53125,-114.84375,3
43.53125,-114.90625,1
43.53125,-114.96875,1
43.53125,-115.03125,1
43.53125,-115.09375,3
43.53125,-115.15625,3
43.53125,-115.21875,3
43.53125,-115.28125,3
43.53125,-115.34375,3
43.53125,-115.40625,3
43.53125,-115.46875,3
43.53125,-115.53125,1
43.53125,-115.59375,3
43.53125,-115.90625,3
43.53125,-120.84375,1
43.53125,-121.15625,1
43.53125,-121.21875,1
43.53125,-121.28125,3
43.53125,-121.34375,3
43.53125,-121.40625,3
43.53125,-121.65625,3
