"lat","lng","elevation","b_infilt","Ds","organic0","Ws","Wpwp_FRACT0","Dsmax","annual_prec","BSk","Cfb","Csb","Dfb","Dfc","Dsa","Dsb","Dsc","ET","sum_winter_Precipitation","Clay0","init_moist0"
42.09375,-123.34375,1651.62,0.3,0.1,0.0323638329470588,0.75,0.292535294117647,10,1772.21,0,0,1,0,0,0,0,0,0,0.43779051485707,0.236176470588235,6.06612352941177
42.09375,-123.28125,1265.68994,0.3,0.1,0.0323638329470588,0.75,0.292535294117647,10,1772.21,0,0,1,0,0,0,0,0,0,0.433907466502304,0.236176470588235,6.06612352941177
42.09375,-122.90625,1009.44,0.3,0.1,0.0329627348588235,0.75,0.291905882352941,10,1293.67,0,0,1,0,0,0,0,0,0,0.421990542135379,0.235294117647059,4.90606470588235
42.09375,-122.84375,1464.62,0.3,0.1,0.0323638329470588,0.75,0.292535294117647,10,1236.55,0,0,1,0,0,0,0,0,0,0.41081285476601,0.236176470588235,6.06612352941177
42.09375,-122.78125,1677.25,0.3,0.1,0.0323638329470588,0.75,0.292535294117647,10,1236.55,0,0,1,0,0,0,0,0,0,0.428468796687517,0.236176470588235,6.06612352941177
42.09375,-122.71875,1840.25,0.3,0.1,0.00973589095294118,0.75,0.292535294117647,10,891.771,0,0,1,0,0,0,0,0,0,0.420997794803326,0.236176470588235,6.06612352941177
42.09375,-120.21875,2007,0.3,0.1,0.014877,0.75,0.240388235294118,10,922.693,0,0,0,0,0,0,1,0,0,0.340532310267462,0.14,5.10492352941176
42.09375,-118.28125,2142.25,0.235058,0.052484,0.014877,0.673148,0.3499,21.9579,555.565,1,0,0,0,0,0,0,0,0,0.375298212705772,0.31,2.70918235294118
42.09375,-118.15625,1880.68994,0.235058,0.052484,0.0157597871194118,0.673148,0.495788235294118,21.9579,455.645,1,0,0,0,0,0,0,0,0,0.376676779900616,0.460294117647059,4.71831764705882
42.09375,-117.53125,1941.62,0.235058,0.052484,0,0.673148,0.495788235294118,21.9579,521.525,1,0,0,0,0,0,0,0,0,0.321716909431135,0.460294117647059,4.71831764705882
42.09375,-117.46875,1859,0.235058,0.052484,0.00893474580352941,0.673148,0.495788235294118,21.9579,511.373,1,0,0,0,0,0,0,0,0,0.307207399935547,0.460294117647059,4.71831764705882
42.09375,-116.03125,1969.62,0.029026,0.357878,0.00887393821529412,0.867131,0.386788235294118,2.96703,548.671,1,0,0,0,0,0,0,0,0,0.31085362094193,0.348529411764706,3.60152941176471
42.09375,-114.34375,1834.43994,0.114487,0.438536,0.014056062814,0.792757,0.485694117647059,2.57569,454.572,1,0,0,0,0,0,0,0,0,0.293329674696322,0.451470588235294,11.6884882352941
